Month and Date,Hour and Minute,Basement Zone Temperature,Living Room Zone Temperature,Master Bedroom Zone Temperature,2nd Floor Bedroom Zone Temperature,WWHP Total Energy,WAHP Total Energy,WAHP Auxilliary Heat Energy,IHP Indoor Fan Energy,Dryer Energy,Oven/Microwave Energy,Dishwasher Energy,Refrigerator Energy,Kitchen Plugs Energy,Clother Washer Energy,Bathroom Lights (1st and 2nd floor)Energy,Bathroom Plugs (Heater on 2nd floor) Energy,Bedroom Lights and Plugs (master and 2nd floor bed rooms) Energy,Outside Lights Energy,Level 1 Lights (kitchen and dining) Energy,Diding Room Plugs (1st floor heater) Energy,Basement Plugs Energy,ERV Energy,Basement Zone RH,Living Room Zone RH,Master Bedroom Zone RH,2nd Floor Bedroom Zone RH
Blank,Blank,Deg C,Deg C,Deg C,Deg C,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,%RH,%RH,%RH,%RH
Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28
1-Jan-10,1:00,21.488,21.329,21.556,21.568,0.0043125,0.05438,0,0,0.000125,0.045,0,0.182516667,0.3,0.015,0.07375,0.006,0.11,0.035,0.0409375,0.00234375,0.517525,0.13614,46.150,46.908,48.603,46.473
1-Jan-10,2:00,21.482,21.589,21.578,21.874,0.0045,0.07261,0,0,0.000125,0.0425,0,0.187916667,0.3,0.014375,0.073125,0.62816,0.109375,0.035,0.0409375,0.23563125,0.528475,0.136135,46.310,46.273,48.400,45.995
1-Jan-10,3:00,21.551,21.438,21.635,21.869,0.0043125,0.037875,0,0,0,0.0425,0,0.1696,0.3,0.014375,0.07375,0.6276,0.11,0.035,0.04125,0.23534375,0.5322,0.13594,46.215,46.778,48.143,45.978
1-Jan-10,4:00,21.518,21.294,21.55,21.774,0.0045,0.0495,0,0,0.000125,0.0425,0,0.138766667,0.3,0.014375,0.073125,0.60665,0.11,0.03375,0.0409375,0.20671875,0.529725,0.13574,46.140,47.048,48.143,46.130
1-Jan-10,5:00,21.525,21.222,21.533,21.665,0.0043125,0.038705,0,0,0.000125,0.0425,0,0.138783333,0.3,0.014375,0.07375,0.60656,0.109375,0.035,0.040625,0.20659375,0.582525,0.13514,45.990,47.063,47.968,46.123
1-Jan-10,6:00,21.422,21.374,21.5,21.743,0.0043125,0.07089,0,0,0.000125,0.0425,0,0.13875,0.3,0.014375,0.073125,0.606,0.109375,0.035,0.0409375,0.20515625,0.5266,0.134435,46.183,46.555,47.960,45.948
1-Jan-10,7:00,21.513,21.438,21.557,21.835,0.0043125,0.054375,0,0,0.000125,0.0425,0,0.162083333,0.3,0.014375,0.165,0.6255,0.40755,0.035,0.0409375,0.23390625,0.527225,0.13444,46.060,46.490,47.795,45.768
1-Jan-10,8:00,21.563,21.267,21.485,21.664,0.324025,0.05326,0,0,0.00025,0.0425,0,0.187516667,0.275,0.014375,0.2244,0.4434,0.376275,0.03375,0.0409375,0.406125,0.415975,0.39868,45.713,46.638,47.865,45.530
1-Jan-10,9:00,21.586,21.35,21.576,21.742,0.0571875,0.04253,0,0,0.000125,0.0425,0,0.185883333,0.3,0.014375,0.073125,0.37801,0.109375,0.035,0.2297,0.43500625,0.362825,0.133835,45.645,46.583,48.600,45.758
1-Jan-10,10:00,21.482,21.485,21.824,22.033,0.0043125,0.03728,0,0,0.000125,0.04,0,0.138766667,0.3,0.014375,0.073125,0.1925,0.10875,0.035,0.1109625,0.319875,0.38,0.13384,45.920,46.408,48.478,45.630
1-Jan-10,11:00,21.611,21.733,22.222,22.425,0.004125,0.03091,0,0,0.000125,0.0425,0,0.139183333,0.3,0.014375,0.073125,0.1716,0.109375,0.03375,0.09,0.26246875,0.496575,0.13283,45.715,46.028,47.655,44.858
1-Jan-10,12:00,21.51,21.643,22.208,22.297,0.0043125,0.03871,0,0,0.000125,0.0425,0,0.139183333,0.275,0.014375,0.073125,0.1715,0.10875,0.035,0.0897125,0.2615625,0.428775,0.133035,45.993,46.298,47.315,45.005
1-Jan-10,13:00,21.575,21.613,22.214,22.357,0.2747,0.02468,0,0,0,0.0425,0,0.1542,0.3,0.014375,0.073125,0.1732,0.10875,0.035,0.089375,0.26221875,0.40065,0.132635,45.873,46.405,47.493,44.873
1-Jan-10,14:00,21.56,21.643,22.163,22.339,0.0043125,0.04568,0,0,0.000125,0.04,0,0.188766667,0.3,0.014375,0.073125,0.17176,0.109375,0.035,0.089375,0.26203125,0.385,0.132835,45.895,46.410,48.030,45.008
1-Jan-10,15:00,21.489,21.694,22.071,22.299,0.004125,0.031125,0,0,0.00025,0.0425,0,0.193366667,0.275,0.014375,0.073125,0.17145,0.10875,0.03375,0.0900125,0.2623125,0.508475,0.133035,46.068,46.353,48.233,45.065
1-Jan-10,16:00,21.572,21.781,21.992,22.228,0.0043125,0.037135,0,0,0.000125,0.0425,0,0.143783333,0.3,0.014375,0.073125,0.17226,0.109375,0.035,0.0897125,0.2631625,0.5291,0.13303,45.840,46.128,47.920,45.158
1-Jan-10,17:00,21.528,21.789,21.931,22.178,0.004125,0.047105,0,0,0.000125,0.0425,0,0.13295,0.3,0.014375,0.07375,0.1925,0.109375,0.035,0.1459375,0.29184375,0.528775,0.13428,45.855,46.098,47.690,45.290
1-Jan-10,18:00,21.49,21.593,21.872,22.028,0.2091,0.0333,0,0,0.000125,0.04,0,0.1325,0.275,0.01375,0.0725,0.23425,0.108125,0.03375,0.2747125,0.37585,0.437225,0.13218,45.833,46.410,47.905,45.403
1-Jan-10,19:00,21.574,21.5,21.738,21.907,0.0043125,0.042305,0,0,0.000125,0.0425,0,0.160433333,0.3,0.014375,0.073125,0.31521,0.10875,0.035,0.355025,0.54896875,0.5272,0.13243,45.463,46.468,48.208,45.468
1-Jan-10,20:00,21.483,21.415,21.674,21.806,0.004125,0.04673,0,0,0.000125,0.04,0,0.19335,0.3,0.014375,0.073125,0.31531,0.10875,0.035,0.433825,0.69259375,0.510025,0.13263,45.523,46.543,47.960,45.593
1-Jan-10,21:00,21.543,21.4,21.59,21.754,0.0043125,0.04261,0,0,0.00025,0.0425,0,0.155433333,0.275,0.014375,0.073125,0.31476,0.2632,0.47,0.122225,0.69259375,0.526575,0.13243,45.200,46.370,47.805,45.473
1-Jan-10,22:00,21.465,21.321,21.442,21.639,0.305275,0.06661,0,0,0.000125,0.04,0,0.127933333,0.3,0.01375,0.073125,0.31836,0.290025,0.03375,0.3887,0.6620625,0.527825,0.499365,44.948,45.868,47.005,45.058
1-Jan-10,23:00,21.543,21.431,21.553,21.764,0.0043125,0.057235,0,0,0.00025,0.0425,0,0.12625,0.275,0.014375,0.33315,0.29476,0.292525,0.035,0.134425,0.63396875,0.52565,0.13303,44.825,45.648,48.173,45.053
1-Jan-10,24:00:00,21.431,21.29,21.471,21.718,0.0043125,0.07179,0,0,0.000125,0.0425,0,0.179616667,0.3,0.014375,0.2988,0.477,0.153775,0.035,0.0409375,0.46359375,0.442225,0.13363,45.013,45.920,47.963,45.115
2-Jan-10,1:00,21.425,21.257,21.432,21.676,0.0043125,0.07164,0,0,0.000125,0.04,0,0.187116667,0.3,0.014375,0.073125,0.00575,0.109375,0.03375,0.040625,0.0021875,0.3619,0.13423,44.983,45.873,47.703,45.095
2-Jan-10,2:00,21.322,21.242,21.394,21.764,0.0043125,0.0714,0,0,0.00025,0.0425,0,0.150016667,0.275,0.014375,0.073125,0.6272,0.10875,0.035,0.040625,0.2344375,0.3619,0.134485,44.973,45.725,47.470,44.798
2-Jan-10,3:00,21.206,21.282,21.46,21.899,0.0043125,0.07044,0,0,0.000125,0.0425,0,0.126283333,0.3,0.014375,0.073125,0.6252,0.10875,0.03375,0.0409375,0.233,0.3619,0.134235,45.103,45.538,47.183,44.495
2-Jan-10,4:00,21.272,21.397,21.444,21.942,0.0043125,0.08356,0,0,0.000125,0.04,0,0.1325,0.3,0.014375,0.073125,0.60445,0.10875,0.035,0.040625,0.20409375,0.5069,0.133635,44.845,45.143,47.115,44.275
2-Jan-10,5:00,21.349,21.365,21.504,21.722,0.004125,0.07156,0,0,0.00025,0.0425,0,0.17295,0.275,0.01375,0.073125,0.60416,0.10875,0.035,0.040625,0.2035625,0.5297,0.13283,44.683,45.198,46.848,44.450
2-Jan-10,6:00,21.444,21.257,21.408,21.561,0.0043125,0.07172,0,0,0.000125,0.04,0,0.1871,0.3,0.014375,0.073125,0.60371,0.108125,0.03375,0.040625,0.20359375,0.526575,0.13283,44.345,45.328,46.813,44.685
2-Jan-10,7:00,21.418,21.192,21.364,21.465,0.0043125,0.07148,0,0,0.00025,0.0425,0,0.155,0.275,0.014375,0.162525,0.62386,0.399375,0.035,0.040625,0.23185,0.528125,0.13178,44.243,45.313,46.708,44.743
2-Jan-10,8:00,21.396,21.057,21.242,21.344,0.312375,0.06534,0,0,0.000125,0.04,0,0.131283333,0.3,0.01375,0.218125,0.6659,0.368775,0.03375,0.040625,0.28784375,0.4097,0.498315,43.853,45.173,46.275,44.478
2-Jan-10,9:00,21.443,21.14,21.226,21.354,0.070875,0.07112,0,0,0.00025,0.04,0,0.125833333,0.275,0.014375,0.073125,0.4383,0.1075,0.035,0.2253125,0.43015625,0.36065,0.13012,43.558,44.880,47.323,44.518
2-Jan-10,10:00,21.371,21.151,21.244,21.379,0.004125,0.07119,0,0,0.000125,0.04,0,0.172516667,0.275,0.01375,0.0725,0.19126,0.108125,0.03375,0.1100125,0.430875,0.441275,0.13053,43.820,44.980,47.580,44.633
2-Jan-10,11:00,21.558,21.443,21.538,21.879,0.0043125,0.07134,0,0,0.0735,0.0425,0,0.193366667,0.3,0.014375,0.073125,0.1718,0.108125,0.035,0.0894,0.35388125,0.40815,0.13238,43.283,44.405,46.675,43.933
2-Jan-10,12:00,21.494,21.418,21.918,22.114,0.004125,0.03466,0,0,0.07,0.0425,0,0.138333333,0.3,0.014375,0.073125,0.1722,0.10875,0.03375,0.0896875,0.348875,0.363775,0.134035,43.648,44.620,45.775,43.585
2-Jan-10,13:00,21.549,21.236,21.842,21.953,0.2976,0.05138,0,0,0.000125,0.04,0,0.132933333,0.275,0.01375,0.073125,0.174,0.10875,0.035,0.089375,0.35075625,0.4197,0.134685,43.408,44.985,46.265,43.713
2-Jan-10,14:00,21.556,21.425,21.861,21.897,0.0043125,0.052655,0,0,0.000125,0.0425,0,0.132933333,0.3,0.014375,0.073125,0.17252,0.109375,0.035,0.0897,0.35034375,0.4147,0.13513,43.555,44.755,46.950,43.863
2-Jan-10,15:00,21.583,21.371,21.744,21.838,0.0043125,0.051905,0,0,0.000125,0.0425,0,0.179616667,0.3,0.01375,0.073125,0.1723,0.109375,0.03375,0.0900125,0.35021875,0.504075,0.13493,43.523,44.998,47.025,44.020
2-Jan-10,16:00,21.471,21.386,21.626,21.753,0.0043125,0.043805,0,0,0.000125,0.0425,0,0.195433333,0.3,0.014375,0.07375,0.17201,0.10875,0.035,0.0903375,0.3785,0.362525,0.13403,43.703,44.998,46.633,44.128
2-Jan-10,17:00,21.564,21.408,21.565,21.693,0.0043125,0.05678,0,0,0.000125,0.0425,0,0.131666667,0.3,0.01375,0.073125,0.1925,0.10875,0.035,0.1446875,0.37771875,0.431275,0.134085,43.390,44.883,46.393,44.220
2-Jan-10,18:00,21.358,21.289,21.507,21.622,0.213025,0.05558,0,0,0.000125,0.04,0,0.12585,0.275,0.01375,0.0725,0.2343,0.108125,0.03375,0.272825,0.48956875,0.5097,0.13173,43.560,44.943,46.950,44.183
2-Jan-10,19:00,21.196,21.471,21.603,21.843,0.0043125,0.07111,0,0,0.00025,0.0425,0,0.135,0.3,0.014375,0.073125,0.31651,0.10875,0.035,0.356275,0.60884375,0.382225,0.13384,43.850,44.445,47.363,43.915
2-Jan-10,20:00,21.193,21.486,21.59,21.911,0.0043125,0.07134,0,0,0.000125,0.0425,0,0.19585,0.275,0.01375,0.073125,0.3162,0.10875,0.03375,0.434,0.60746875,0.3616,0.13448,43.903,44.423,46.733,43.760
2-Jan-10,21:00,21.318,21.439,21.55,21.868,0.004125,0.07164,0,0,0.00025,0.04,0,0.185866667,0.3,0.01375,0.073125,0.31531,0.26315,0.47,0.1216,0.60678125,0.526275,0.132385,43.668,44.450,46.385,43.600
2-Jan-10,22:00,21.299,21.26,21.492,21.635,0.327225,0.06481,0,0,0.00025,0.0425,0,0.12625,0.3,0.014375,0.073125,0.32626,0.289375,0.03375,0.38685,0.601975,0.52595,0.39759,43.298,44.383,46.595,43.553
2-Jan-10,23:00,21.164,21.308,21.561,21.711,0.0043125,0.07095,0,0,0.000125,0.04,0,0.126666667,0.275,0.01375,0.33255,0.28576,0.292525,0.035,0.134425,0.6364375,0.526275,0.134235,43.460,44.280,47.060,43.555
2-Jan-10,24:00:00,21.174,21.335,21.546,21.776,0.0043125,0.08169,0,0,0.00025,0.0425,0,0.148333333,0.3,0.014375,0.30005,0.48255,0.1544,0.03375,0.040625,0.46571875,0.52845,0.135535,43.513,44.163,46.735,43.440
3-Jan-10,1:00,21.165,21.11,21.449,21.578,0.0043125,0.07119,0,0,0.000125,0.0425,0,0.188366667,0.3,0.01375,0.073125,0.00575,0.10875,0.035,0.0409375,0.00234375,0.46505,0.135535,43.470,44.588,46.315,43.675
3-Jan-10,2:00,21.158,21.033,21.254,21.431,0.0043125,0.07936,0,0,0.00025,0.0425,0,0.1688,0.3,0.014375,0.073125,0.6288,0.109375,0.035,0.040625,0.23438125,0.528475,0.135085,43.430,44.485,46.180,43.720
3-Jan-10,3:00,21.308,21.182,21.156,21.511,0.0043125,0.09526,0,0,0.000125,0.0425,0,0.126666667,0.3,0.01375,0.073125,0.62795,0.10875,0.03375,0.0409375,0.23434375,0.4219,0.132585,43.063,44.033,46.208,43.480
3-Jan-10,4:00,21.226,20.999,21.092,21.41,0.0043125,0.07275,0,0,0.00025,0.0425,0,0.126683333,0.275,0.014375,0.073125,0.60675,0.109375,0.035,0.040625,0.20534375,0.43565,0.135735,43.068,44.388,46.093,43.590
3-Jan-10,5:00,21.343,21.01,20.979,21.34,0.0043125,0.09661,0,0,0.00025,0.04,0,0.173766667,0.3,0.01375,0.073125,0.6074,0.10875,0.03375,0.0409375,0.20546875,0.530025,0.13533,42.648,44.118,46.118,43.518
3-Jan-10,6:00,21.389,20.99,20.94,21.333,0.0043125,0.08926,0,0,0.000125,0.0425,0,0.192516667,0.3,0.014375,0.073125,0.60656,0.10875,0.035,0.040625,0.20528125,0.5241,0.135135,42.475,44.068,46.095,43.483
3-Jan-10,7:00,21.399,21.001,20.917,21.301,0.004125,0.0954,0,0,0.00025,0.0425,0,0.126683333,0.3,0.01375,0.166275,0.6277,0.403775,0.035,0.040625,0.2342875,0.526275,0.13469,42.320,43.923,46.038,43.383
3-Jan-10,8:00,21.417,20.979,20.875,21.292,0.318025,0.09504,0,0,0.00025,0.04,0,0.12625,0.275,0.014375,0.221875,0.6709,0.3738,0.03375,0.0409375,0.29134375,0.46535,0.47972,42.008,43.590,46.105,43.050
3-Jan-10,9:00,21.385,21.093,20.989,21.469,0.1018125,0.09533,0,0,0.00025,0.0425,0,0.148766667,0.3,0.014375,0.073125,0.44175,0.10875,0.035,0.2272125,0.43506875,0.5572,0.134285,42.023,43.460,47.153,42.905
3-Jan-10,10:00,21.308,21.101,21.122,21.561,0.0043125,0.07404,0,0,0.000125,0.0425,0,0.188766667,0.3,0.01375,0.0725,0.19301,0.10875,0.03375,0.1106375,0.43675,0.563175,0.13513,42.405,43.730,47.170,42.978
3-Jan-10,11:00,21.236,21.172,21.317,21.665,0.004125,0.07118,0,0,0.073625,0.0425,0,0.169633333,0.3,0.015,0.073125,0.1727,0.10875,0.035,0.0897,0.35028125,0.5294,0.13533,41.888,43.560,46.205,42.795
3-Jan-10,12:00,21.256,21.217,21.488,21.631,0.0043125,0.0714,0,0,0.068875,0.0425,0,0.126666667,0.275,0.01375,0.073125,0.1717,0.10875,0.03375,0.0897,0.3496625,0.5722,0.13468,42.095,43.498,45.563,42.743
3-Jan-10,13:00,21.4,21.183,21.439,21.582,0.3156,0.07148,0,0,0.00025,0.04,0,0.13295,0.3,0.014375,0.073125,0.1742,0.109375,0.035,0.089375,0.35078125,0.571575,0.136135,42.028,43.533,46.113,42.815
3-Jan-10,14:00,21.442,21.261,21.421,21.643,0.0043125,0.06653,0,0,0.000125,0.0425,0,0.167966667,0.3,0.01375,0.07375,0.1725,0.10875,0.035,0.0897125,0.34334375,0.574725,0.13614,42.183,43.608,46.165,42.855
3-Jan-10,15:00,21.46,21.356,21.382,21.663,0.0043125,0.07216,0,0,0.00025,0.045,0,0.187916667,0.3,0.014375,0.073125,0.1725,0.109375,0.03375,0.0900125,0.35146875,0.5766,0.136135,42.313,43.588,45.910,42.923
3-Jan-10,16:00,21.603,21.4,21.361,21.708,0.0045,0.07253,0,0,0.000125,0.0425,0,0.1567,0.3,0.014375,0.073125,0.17276,0.109375,0.035,0.0903125,0.38034375,0.57315,0.136135,42.133,43.640,45.638,42.928
3-Jan-10,17:00,21.443,21.361,21.313,21.699,0.0043125,0.0573,0,0,0.00025,0.0425,0,0.1325,0.3,0.01375,0.073125,0.2037,0.109375,0.035,0.14595,0.38046875,0.573175,0.13593,42.425,43.828,45.548,42.948
3-Jan-10,18:00,21.176,21.471,21.408,21.842,0.2360875,0.07831,0,0,0.000125,0.04,0,0.126683333,0.275,0.014375,0.073125,0.23485,0.10875,0.03375,0.281275,0.4917875,0.442225,0.13428,42.675,43.365,46.210,42.798
3-Jan-10,19:00,21.299,21.66,21.507,22.151,0.0043125,0.09594,0,0,0.00025,0.0425,0,0.167533333,0.3,0.01375,0.073125,0.3157,0.108125,0.035,0.3544,0.60671875,0.4063,0.133435,42.810,43.088,45.825,42.345
3-Jan-10,20:00,21.426,21.453,21.599,22.108,0.0043125,0.07546,0,0,0.00025,0.0425,0,0.199183333,0.3,0.01375,0.073125,0.31626,0.10875,0.03375,0.43315,0.60821875,0.438475,0.13423,42.725,43.743,45.983,42.443
3-Jan-10,21:00,21.468,21.269,21.61,21.833,0.0043125,0.06653,0,0,0.00025,0.04,0,0.137933333,0.275,0.014375,0.073125,0.31596,0.2638,0.46875,0.121875,0.60925,0.556925,0.13633,42.525,44.025,45.508,42.685
3-Jan-10,22:00,21.544,21.124,21.499,21.522,0.32945,0.07149,0,0,0.000125,0.0425,0,0.126283333,0.3,0.01375,0.0725,0.31926,0.290675,0.03375,0.390025,0.60840625,0.564075,0.40074,42.058,43.780,46.010,42.595
3-Jan-10,23:00,21.589,21.101,21.439,21.379,0.020625,0.07193,0,0,0.00025,0.0425,0,0.129183333,0.3,0.014375,0.3338,0.29576,0.293775,0.035,0.134425,0.6385,0.470675,0.134685,41.965,43.850,46.385,43.160
3-Jan-10,24:00:00,21.385,21.074,21.285,21.264,0.0043125,0.07149,0,0,0.00025,0.0425,0,0.195416667,0.3,0.01375,0.2988,0.4826,0.15315,0.03375,0.040625,0.4655625,0.5575,0.13553,42.245,43.833,45.943,43.405
4-Jan-10,1:00,21.215,20.894,21.181,21.104,0.0043125,0.07389,0,0,0.000125,0.04,0,0.167933333,0.275,0.014375,0.073125,0.00575,0.109375,0.035,0.040625,0.00234375,0.572525,0.13533,42.445,44.025,45.663,43.583
4-Jan-10,2:00,21.276,21.004,21.063,21.196,0.0043125,0.09608,0,0,0.00025,0.0425,0,0.126683333,0.3,0.01375,0.0725,0.6278,0.10875,0.035,0.0409375,0.23475625,0.558775,0.135735,42.240,43.555,45.668,43.300
4-Jan-10,3:00,21.372,21.063,21.007,21.304,0.0043125,0.09616,0,0,0.000125,0.0425,0,0.126683333,0.3,0.014375,0.073125,0.62746,0.10875,0.03375,0.040625,0.23421875,0.484725,0.13554,42.028,43.390,45.630,43.083
4-Jan-10,4:00,21.415,21.089,20.968,21.379,0.0043125,0.09616,0,0,0.00025,0.0425,0,0.161283333,0.3,0.01375,0.073125,0.6058,0.10875,0.035,0.040625,0.20496875,0.44035,0.13493,41.920,43.345,45.650,42.925
4-Jan-10,5:00,21.414,21.021,20.931,21.328,0.0043125,0.08813,0,0,0.00025,0.04,0,0.195,0.275,0.014375,0.073125,0.6049,0.10875,0.03375,0.040625,0.20459375,0.52035,0.13448,41.860,43.463,45.603,42.963
4-Jan-10,6:00,21.431,21.046,20.885,21.319,0.0043125,0.09593,0,0,0.00025,0.0425,0,0.143333333,0.3,0.01375,0.073125,0.605,0.10875,0.035,0.0409375,0.20419375,0.572225,0.13364,41.748,43.320,45.588,42.873
4-Jan-10,7:00,21.374,21.032,20.918,21.364,0.004125,0.09556,0,0,0.000125,0.04,0,0.126266667,0.275,0.014375,0.163175,0.6245,0.400675,0.03375,0.040625,0.2327875,0.570025,0.12968,41.845,43.305,45.468,42.795
4-Jan-10,8:00,21.368,21.01,20.971,21.367,0.31295,0.09458,0,0,0.00025,0.0425,0,0.128766667,0.3,0.01375,0.219425,0.4414,0.370025,0.035,0.0403125,0.40371875,0.536575,0.3951,41.620,43.093,45.915,42.463
4-Jan-10,9:00,21.454,21.075,21.068,21.432,0.1155125,0.08799,0,0,0.00025,0.04,0,0.194583333,0.275,0.01375,0.0725,0.37705,0.108125,0.03375,0.2265875,0.43219375,0.530325,0.13283,41.605,43.243,46.638,42.638
4-Jan-10,10:00,21.403,21.169,21.204,21.597,0.0043125,0.08513,0,0,0.00025,0.0425,0,0.1738,0.3,0.01375,0.081875,0.19276,0.108125,0.035,0.1100125,0.32021875,0.507825,0.13323,41.870,43.270,46.620,42.630
4-Jan-10,11:00,21.407,21.333,21.543,21.942,0.004125,0.07156,0,0,0.00025,0.04,0,0.126683333,0.3,0.013125,0.08,0.1717,0.16815,0.03375,0.0925125,0.26209375,0.548775,0.133435,41.965,43.163,45.735,42.295
4-Jan-10,12:00,21.542,21.444,21.719,22,0.0043125,0.07193,0,0,0.000125,0.0425,0,0.1321,0.275,0.013125,0.073125,0.17155,0.2944,0.035,0.0893875,0.262,0.5119,0.13323,41.910,43.065,45.380,42.153
4-Jan-10,13:00,21.557,21.265,21.544,21.646,0.321025,0.05611,0,0,0.00025,0.04,0,0.1675,0.3,0.013125,0.073125,0.1732,0.2938,0.035,0.088775,0.26184375,0.5738,0.133235,42.123,43.563,46.298,42.673
4-Jan-10,14:00,21.4,21.283,21.439,21.568,0.0043125,0.07118,0,0,0.00025,0.0425,0,0.187116667,0.3,0.2044,0.08,0.17175,0.29565,0.03375,0.089075,0.26175625,0.5494,0.13303,42.303,43.525,46.530,42.903
4-Jan-10,15:00,21.154,21.353,21.547,21.75,0.004125,0.0708,0,0,0.000125,0.0425,0,0.1496,0.275,0.57755,0.0725,0.17125,0.2963,0.035,0.089075,0.2610625,0.575,0.133635,42.748,43.330,46.070,42.803
4-Jan-10,16:00,21.14,21.444,21.521,21.851,0.004125,0.08296,0,0,0.00025,0.04,0,0.126266667,0.3,0.014375,0.073125,0.172,0.29695,0.03375,0.0893875,0.26188125,0.572225,0.13388,42.833,43.070,45.785,42.605
4-Jan-10,17:00,21.235,21.488,21.556,21.89,0.0043125,0.06593,0,0,0.00025,0.0425,0,0.132916667,0.3,0.014375,0.073125,0.1917,0.2963,0.035,0.1443875,0.29059375,0.5747,0.13363,42.798,43.190,45.453,42.475
4-Jan-10,18:00,21.354,21.318,21.415,21.651,0.289525,0.07119,0,0,0.00025,0.04,0,0.185016667,0.275,0.014375,0.073125,0.23375,0.2963,0.03375,0.2740625,0.37503125,0.575025,0.13283,42.623,43.610,45.965,42.845
4-Jan-10,19:00,21.497,21.274,21.333,21.563,0.0043125,0.07164,0,0,0.000125,0.0425,0,0.18005,0.3,0.01375,0.073125,0.31586,0.2963,0.035,0.353775,0.54896875,0.575025,0.132635,42.395,43.820,46.243,43.085
4-Jan-10,20:00,21.464,21.289,21.301,21.524,0.004125,0.07179,0,0,0.00025,0.0425,0,0.132083333,0.275,0.014375,0.0725,0.31601,0.29695,0.03375,0.432525,0.69346875,0.57345,0.13738,42.455,43.815,46.083,43.205
4-Jan-10,21:00,21.526,21.254,21.26,21.524,0.0043125,0.06788,0,0,0.00025,0.04,0,0.132533333,0.3,0.014375,0.073125,0.3155,0.3876,0.54375,0.125025,0.694,0.575,0.133835,42.293,43.853,45.873,43.208
4-Jan-10,22:00,21.494,20.978,21.142,21.306,0.32965,0.06991,0,0,0.000125,0.0425,0,0.134583333,0.3,0.014375,0.073125,0.0085,0.2976,0.57875,0.13565,0.0021875,0.57565,0.401145,42.083,44.065,45.850,43.185
4-Jan-10,23:00,21.36,20.933,21.132,21.206,0.0163125,0.07133,0,0,0.00025,0.0425,0,0.197516667,0.3,0.014375,0.073125,0.00575,0.3,0.585,0.1369,0.00234375,0.575975,0.135935,42.305,44.093,46.550,43.458
4-Jan-10,24:00:00,21.276,20.85,21.032,21.099,0.0043125,0.07726,0,0,0.000125,0.0425,0,0.168366667,0.3,0.014375,0.073125,0.006,0.2994,0.58375,0.1372,0.0021875,0.575975,0.13654,42.455,44.215,46.418,43.623
5-Jan-10,1:00,21.431,20.961,20.957,21.132,0.0043125,0.09617,0,0,0.00025,0.0425,0,0.126683333,0.3,0.014375,0.073125,0.00575,0.2988,0.5825,0.1369,0.00234375,0.575325,0.136135,42.100,43.845,46.210,43.525
5-Jan-10,2:00,21.247,20.913,20.999,21.196,0.0043125,0.08806,0,0,0.000125,0.0425,0,0.120416667,0.275,0.015,0.073125,0.006,0.2982,0.5825,0.1369,0.0021875,0.57565,0.135335,42.405,43.880,45.918,43.415
5-Jan-10,3:00,21.256,20.939,21.031,21.306,0.0043125,0.09519,0,0,0.00025,0.0425,0,0.180033333,0.3,0.014375,0.073125,0.00575,0.2976,0.58125,0.1366,0.00234375,0.575325,0.13573,42.335,43.743,45.730,43.150
5-Jan-10,4:00,21.257,20.933,21.04,21.342,0.0043125,0.09512,0,0,0.000125,0.0425,0,0.191683333,0.3,0.014375,0.073125,0.006,0.2976,0.58125,0.1366,0.0021875,0.574725,0.13493,42.265,43.700,45.623,42.975
5-Jan-10,5:00,21.25,20.911,21.042,21.356,0.0043125,0.09512,0,0,0.00025,0.0425,0,0.12625,0.3,0.014375,0.073125,0.00575,0.2976,0.57875,0.1366,0.0021875,0.5747,0.13489,42.215,43.693,45.523,42.860
5-Jan-10,6:00,21.171,20.835,21.026,21.299,0.0043125,0.08783,0,0,0.00025,0.04,0,0.12625,0.275,0.01375,0.073125,0.00575,0.29695,0.5775,0.1366,0.00234375,0.574075,0.13444,42.238,43.758,45.348,42.840
5-Jan-10,7:00,21.165,20.849,21.014,21.3,0.004125,0.09466,0,0,0.000125,0.0425,0,0.142116667,0.3,0.014375,0.0725,0.00575,0.2963,0.575,0.1363,0.0021875,0.5744,0.13343,42.160,43.600,45.275,42.733
5-Jan-10,8:00,21.172,20.786,21.018,21.214,0.312225,0.09308,0,0,0.00025,0.04,0,0.186683333,0.275,0.014375,0.073125,0.00875,0.29565,0.5725,0.13565,0.0021875,0.5744,0.467465,41.803,43.305,45.583,42.435
5-Jan-10,9:00,21.26,20.775,21,21.235,0.114575,0.09421,0,0,0.00025,0.0425,0,0.1617,0.3,0.014375,0.073125,0.00675,0.2963,0.575,0.1366,0.0021875,0.5597,0.13303,41.680,43.503,46.445,42.563
5-Jan-10,10:00,21.253,21.067,21.263,21.642,0.004125,0.08693,0,0,0.000125,0.0425,0,0.120433333,0.3,0.014375,0.093125,0.00575,0.2963,0.09375,0.1363,0.025625,0.5772,0.134035,41.863,43.265,46.085,42.335
