Date/Time,Whole Building:Total Building Electric Demand [W](TimeStep) 
 01/09  14:15:00,0
 01/09  14:30:00,0
 01/09  14:45:00,1260.04631
 01/09  15:00:00,1865.768572
 01/09  15:15:00,1777.56533
 01/09  15:30:00,0
 01/09  15:45:00,0
 01/09  16:00:00,1457.153555
 01/09  16:15:00,1859.468341
 01/09  16:30:00,1276.246905
 01/09  16:45:00,0
 01/09  17:00:00,329.4121068
 01/09  17:15:00,1860.368374
 01/09  17:30:00,1858.568307
 01/09  17:45:00,1212.344557
 01/09  18:00:00,0
 01/09  18:15:00,352.3629501
 01/09  18:30:00,1859.468341
 01/09  18:45:00,1856.768242
 01/09  19:00:00,465.767118
 01/09  19:15:00,0
 01/09  19:30:00,1193.443862
 01/09  19:45:00,1858.568307
 01/09  20:00:00,1861.268406
 01/09  20:15:00,1803.66629
 01/09  20:30:00,510.318756
 01/09  20:45:00,0
 01/09  21:00:00,241.0288587
 01/09  21:15:00,1796.466025
 01/09  21:30:00,1868.468671
 01/09  21:45:00,1864.868539
 01/09  22:00:00,1292.447501
 01/09  22:15:00,0
 01/09  22:30:00,216.0079389
 01/09  22:45:00,1777.56533
 01/09  23:00:00,1881.969168
 01/09  23:15:00,1879.269068
 01/09  23:30:00,499.5183582
 01/09  23:45:00,0
 01/09  24:00:00,1233.045318
 01/10  00:15:00,1880.169101
 01/10  00:30:00,1877.469002
 01/10  00:45:00,1878.369035
 01/10  01:00:00,461.0869461
 01/10  01:15:00,0
 01/10  01:30:00,1536.356465
 01/10  01:45:00,1878.369035
 01/10  02:00:00,1881.969168
 01/10  02:15:00,1818.066819
 01/10  02:30:00,1328.448824
 01/10  02:45:00,0
 01/10  03:00:00,390.1643397
 01/10  03:15:00,1872.968837
 01/10  03:30:00,1873.86887
 01/10  03:45:00,1870.268738
 01/10  04:00:00,1746.064173
 01/10  04:15:00,0
 01/10  04:30:00,284.8604697
 01/10  04:45:00,1841.467679
 01/10  05:00:00,1871.168771
 01/10  05:15:00,1870.268738
 01/10  05:30:00,1800.966191
 01/10  05:45:00,0
 01/10  06:00:00,281.5303473
 01/10  06:15:00,1834.267415
 01/10  06:30:00,1863.968506
 01/10  06:45:00,1862.16844
 01/10  07:00:00,1398.651404
 01/10  07:15:00,0
 01/10  07:30:00,871.2320202
 01/10  07:45:00,1859.468341
 01/10  08:00:00,1864.868539
 01/10  08:15:00,1064.739132
 01/10  08:30:00,0
 01/10  08:45:00,554.8703931
 01/10  09:00:00,1868.468671
 01/10  09:15:00,1872.068803
 01/10  09:30:00,709.4960757
 01/10  09:45:00,0
 01/10  10:00:00,0
 01/10  10:15:00,0
 01/10  10:30:00,1168.242936
 01/10  10:45:00,1875.668936
 01/10  11:00:00,538.6697973
 01/10  11:15:00,0
 01/10  11:30:00,446.2364007
 01/10  11:45:00,1140.34191
 01/10  12:00:00,0
 01/10  12:15:00,278.8302474
 01/10  12:30:00,1458.053587
 01/10  12:45:00,0
 01/10  13:00:00,0
 01/10  13:15:00,1049.43857
 01/10  13:30:00,941.4346005
 01/10  13:45:00,0
 01/10  14:00:00,581.8713849
 01/10  14:15:00,1523.756003
 01/10  14:30:00,0
 01/10  14:45:00,0
 01/10  15:00:00,421.2154809
 01/10  15:15:00,1886.469332
 01/10  15:30:00,473.2373925
 01/10  15:45:00,0
 01/10  16:00:00,538.6697973
 01/10  16:15:00,1581.358119
 01/10  16:30:00,0
 01/10  16:45:00,0
 01/10  17:00:00,1546.256829
 01/10  17:15:00,744.3273564
 01/10  17:30:00,0
 01/10  17:45:00,1185.343565
 01/10  18:00:00,889.2326817
 01/10  18:15:00,0
 01/10  18:30:00,1454.453455
 01/10  18:45:00,1510.255506
 01/10  19:00:00,0
 01/10  19:15:00,353.0829771
 01/10  19:30:00,1841.467679
 01/10  19:45:00,1568.757656
 01/10  20:00:00,0
 01/10  20:15:00,176.2264764
 01/10  20:30:00,1705.562684
 01/10  20:45:00,1850.468009
 01/10  21:00:00,1850.468009
 01/10  21:15:00,207.2776176
 01/10  21:30:00,147.1554081
 01/10  21:45:00,1685.761956
 01/10  22:00:00,1852.268076
 01/10  22:15:00,550.1902212
 01/10  22:30:00,0
 01/10  22:45:00,1000.836783
 01/10  23:00:00,1861.268406
 01/10  23:15:00,1859.468341
 01/10  23:30:00,1853.168108
 01/10  23:45:00,161.375931
 01/10  24:00:00,0
 01/11  00:15:00,1485.954613
 01/11  00:30:00,1857.668274
 01/11  00:45:00,1854.968175
 01/11  01:00:00,1852.268076
 01/11  01:15:00,1853.168108
 01/11  01:30:00,1373.450478
 01/11  01:45:00,0
 01/11  02:00:00,367.9335225
 01/11  02:15:00,1849.567976
 01/11  02:30:00,1844.167778
 01/11  02:45:00,1837.867547
 01/11  03:00:00,1839.667613
 01/11  03:15:00,1829.767249
 01/11  03:30:00,1830.667282
 01/11  03:45:00,307.811313
 01/11  04:00:00,0
 01/11  04:15:00,1532.756333
 01/11  04:30:00,1830.667282
 01/11  04:45:00,1828.867216
 01/11  05:00:00,1823.467018
 01/11  05:15:00,1817.166785
 01/11  05:30:00,1814.466686
 01/11  05:45:00,1594.858615
 01/11  06:00:00,0
 01/11  06:15:00,388.1842668
 01/11  06:30:00,1805.466356
 01/11  06:45:00,1805.466356
 01/11  07:00:00,1801.866224
 01/11  07:15:00,1787.465694
 01/11  07:30:00,1785.665628
 01/11  07:45:00,1785.665628
 01/11  08:00:00,916.2336744
 01/11  08:15:00,0
 01/11  08:30:00,271.3599729
 01/11  08:45:00,1775.765264
 01/11  09:00:00,1816.266753
 01/11  09:15:00,1817.166785
 01/11  09:30:00,1814.466686
 01/11  09:45:00,1818.966852
 01/11  10:00:00,1009.837114
 01/11  10:15:00,0
 01/11  10:30:00,178.2065493
 01/11  10:45:00,1697.462386
 01/11  11:00:00,1827.06715
 01/11  11:15:00,1823.467018
 01/11  11:30:00,1509.355472
 01/11  11:45:00,0
 01/11  12:00:00,150.5755341
 01/11  12:15:00,1677.661658
 01/11  12:30:00,1833.367381
 01/11  12:45:00,1836.06748
 01/11  13:00:00,208.627668
 01/11  13:15:00,0
 01/11  13:30:00,980.1360225
 01/11  13:45:00,1821.666951
 01/11  14:00:00,1405.851669
 01/11  14:15:00,0
 01/11  14:30:00,322.0318359
 01/11  14:45:00,1832.467348
 01/11  15:00:00,1503.055241
 01/11  15:15:00,22.275819
 01/11  15:30:00,-1
 01/11  15:45:00,1827.92225
 01/11  16:00:00,3041.479447
 01/11  16:15:00,3087.646275
 01/11  16:30:00,1578.313547
 01/11  16:45:00,1576.392536
 01/11  17:00:00,1573.551645
 01/11  17:15:00,1571.556743
 01/11  17:30:00,-1
 01/11  17:45:00,1138.019423
 01/11  18:00:00,1143.62807
 01/11  18:15:00,1145.59283
 01/11  18:30:00,1145.649322
 01/11  18:45:00,1146.884538
 01/11  19:00:00,1145.690809
 01/11  19:15:00,1146.093197
 01/11  19:30:00,808.0301286
 01/11  19:45:00,1147.664288
 01/11  20:00:00,1145.602638
 01/11  20:15:00,1144.160515
 01/11  20:30:00,-1
 01/11  20:45:00,-1
 01/11  21:00:00,1140.058688
 01/11  21:15:00,1144.151027
 01/11  21:30:00,1145.002245
 01/11  21:45:00,1145.086799
 01/11  22:00:00,1144.686664
 01/11  22:15:00,1146.688385
 01/11  22:30:00,1145.676142
 01/11  22:45:00,1144.828006
 01/11  23:00:00,1144.716931
 01/11  23:15:00,1145.545466
 01/11  23:30:00,805.0932729
 01/11  23:45:00,1149.766071
 01/11  24:00:00,1145.704111
 01/12  00:15:00,1144.632907
 01/12  00:30:00,1144.023729
 01/12  00:45:00,1143.012065
 01/12  01:00:00,1143.689343
 01/12  01:15:00,1143.417535
 01/12  01:30:00,1142.568622
 01/12  01:45:00,1142.149272
 01/12  02:00:00,1141.918768
 01/12  02:15:00,1141.051631
 01/12  02:30:00,1140.430804
 01/12  02:45:00,1140.371446
 01/12  03:00:00,1140.273777
 01/12  03:15:00,1103.118301
 01/12  03:30:00,883.2610971
 01/12  03:45:00,1028.695037
 01/12  04:00:00,1141.264268
 01/12  04:15:00,1139.204687
 01/12  04:30:00,1138.186679
 01/12  04:45:00,1143.840799
 01/12  05:00:00,1569.94831
 01/12  05:15:00,1561.431604
 01/12  05:30:00,1549.71539
 01/12  05:45:00,1127.713316
 01/12  06:00:00,1131.773267
 01/12  06:15:00,1133.228599
 01/12  06:30:00,1134.42774
 01/12  06:45:00,1134.43212
 01/12  07:00:00,1135.097858
 01/12  07:15:00,1125.419036
 01/12  07:30:00,1138.849752
 01/12  07:45:00,-1
 01/12  08:00:00,1560.67433
 01/12  08:15:00,-1
 01/12  08:30:00,1125.113594
 01/12  08:45:00,1129.152422
 01/12  09:00:00,1127.475272
 01/12  09:15:00,1128.067987
 01/12  09:30:00,1128.415349
 01/12  09:45:00,1128.102271
 01/12  10:00:00,1129.566027
 01/12  10:15:00,-1
 01/12  10:30:00,1559.647727
 01/12  10:45:00,1550.264631
 01/12  11:00:00,1548.275126
 01/12  11:15:00,-1
 01/12  11:30:00,1119.448251
 01/12  11:45:00,757.6737048
 01/12  12:00:00,1133.055979
 01/12  12:15:00,1128.132685
 01/12  12:30:00,1129.200206
 01/12  12:45:00,1127.955075
 01/12  13:00:00,1128.91665
 01/12  13:15:00,1129.044759
 01/12  13:30:00,1127.971602
 01/12  13:45:00,1128.773943
 01/12  14:00:00,1129.596946
 01/12  14:15:00,1131.014354
 01/12  14:30:00,1121.603252
 01/12  14:45:00,1103.674579
 01/12  15:00:00,1093.988261
 01/12  15:15:00,1097.994552
 01/12  15:30:00,1114.532268
 01/12  15:45:00,869.5033218
 01/12  16:00:00,1047.637361
 01/12  16:15:00,1125.48411
 01/12  16:30:00,1124.274281
 01/12  16:45:00,1124.946828
 01/12  17:00:00,1126.311434
 01/12  17:15:00,1125.859772
 01/12  17:30:00,1126.321235
 01/12  17:45:00,1120.810547
 01/12  18:00:00,1103.907937
 01/12  18:15:00,1092.734648
 01/12  18:30:00,1108.714667
 01/12  18:45:00,1115.572443
 01/12  19:00:00,1118.999869
 01/12  19:15:00,1120.459514
 01/12  19:30:00,1122.387098
 01/12  19:45:00,1121.465291
 01/12  20:00:00,793.1322918
 01/12  20:15:00,1124.675728
 01/12  20:30:00,1121.421804
 01/12  20:45:00,1124.786018
 01/12  21:00:00,1125.580323
 01/12  21:15:00,1117.493388
 01/12  21:30:00,1098.320772
 01/12  21:45:00,1085.633788
 01/12  22:00:00,1085.227306
 01/12  22:15:00,1095.265499
 01/12  22:30:00,1111.798085
 01/12  22:45:00,1116.603987
 01/12  23:00:00,1119.496747
 01/12  23:15:00,1121.293146
 01/12  23:30:00,1121.45009
 01/12  23:45:00,1117.539229
 01/12  24:00:00,753.3592101
 01/13  00:15:00,1123.636625
 01/13  00:30:00,1120.512869
 01/13  00:45:00,1119.646124
 01/13  01:00:00,1543.03333
 01/13  01:15:00,1540.245786
 01/13  01:30:00,1535.404394
 01/13  01:45:00,1533.470639
 01/13  02:00:00,1524.957272
 01/13  02:15:00,1108.921478
 01/13  02:30:00,1114.78585
 01/13  02:45:00,1115.410762
 01/13  03:00:00,1117.421503
 01/13  03:15:00,1118.498669
 01/13  03:30:00,-1
 01/13  03:45:00,1543.302736
 01/13  04:00:00,1191.005472
 01/13  04:15:00,1432.49752
 01/13  04:30:00,1530.572004
 01/13  04:45:00,1527.327574
 01/13  05:00:00,1525.600528
 01/13  05:15:00,1523.545033
 01/13  05:30:00,1521.219638
 01/13  05:45:00,1520.838513
 01/13  06:00:00,1521.371498
 01/13  06:15:00,-1
 01/13  06:30:00,1518.904336
 01/13  06:45:00,1518.412401
 01/13  07:00:00,1518.302042
 01/13  07:15:00,1510.789552
 01/13  07:30:00,1481.892548
 01/13  07:45:00,1464.85119
 01/13  08:00:00,1460.316767
 01/13  08:15:00,-1
 01/13  08:30:00,1493.489594
 01/13  08:45:00,1503.538718
 01/13  09:00:00,1507.445244
 01/13  09:15:00,1508.416102
 01/13  09:30:00,-1
 01/13  09:45:00,1096.251843
 01/13  10:00:00,1102.732078
 01/13  10:15:00,1095.41499
 01/13  10:30:00,1105.578712
 01/13  10:45:00,1106.540888
 01/13  11:00:00,1107.550869
 01/13  11:15:00,1070.668535
 01/13  11:30:00,1000.250711
 01/13  11:45:00,252.9890478
 01/13  12:00:00,1114.355256
 01/13  12:15:00,1104.324042
 01/13  12:30:00,1085.884987
 01/13  12:45:00,1078.376588
 01/13  13:00:00,-1
 01/13  13:15:00,728.4219372
 01/13  13:30:00,1110.603396
 01/13  13:45:00,1110.378343
 01/13  14:00:00,707.5114488
 01/13  14:15:00,514.203354
 01/13  14:30:00,1116.255558
 01/13  14:45:00,1115.583485
 01/13  15:00:00,1116.776255
 01/13  15:15:00,190.6197822
 01/13  15:30:00,850.6195623
 01/13  15:45:00,1082.495635
 01/13  16:00:00,39.0385107
 01/13  16:15:00,1116.553533
 01/13  16:30:00,974.3259591
 01/13  16:45:00,-1
 01/13  17:00:00,1125.435475
 01/13  17:15:00,937.1618154
 01/13  17:30:00,329.2117857
 01/13  17:45:00,1122.94998
 01/13  18:00:00,629.5813488
 01/13  18:15:00,500.5348578
 01/13  18:30:00,1101.901702
 01/13  18:45:00,1110.693459
 01/13  19:00:00,1114.297541
 01/13  19:15:00,-1
 01/13  19:30:00,1118.646124
 01/13  19:45:00,1117.536876
 01/13  20:00:00,1117.297322
 01/13  20:15:00,1117.552989
 01/13  20:30:00,857.2603338
 01/13  20:45:00,477.5392791
 01/13  21:00:00,1120.898213
 01/13  21:15:00,1113.205302
 01/13  21:30:00,1093.73504
 01/13  21:45:00,1081.815894
 01/13  22:00:00,1079.514019
 01/13  22:15:00,1089.682689
 01/13  22:30:00,1104.467764
 01/13  22:45:00,706.3464501
 01/13  23:00:00,439.6211217
 01/13  23:15:00,1112.992535
 01/13  23:30:00,1111.678761
 01/13  23:45:00,1110.331211
 01/13  24:00:00,1111.8859
 01/14  00:15:00,1111.866023
 01/14  00:30:00,1112.702711
 01/14  00:45:00,1111.880385
 01/14  01:00:00,1112.612102
 01/14  01:15:00,1112.303416
 01/14  01:30:00,1112.026795
 01/14  01:45:00,1112.480843
 01/14  02:00:00,1110.604997
 01/14  02:15:00,1530.161218
 01/14  02:30:00,1528.457578
 01/14  02:45:00,1522.600996
 01/14  03:00:00,-1
 01/14  03:15:00,1107.386478
 01/14  03:30:00,1108.818673
 01/14  03:45:00,1108.446588
 01/14  04:00:00,1110.413686
 01/14  04:15:00,1109.416766
 01/14  04:30:00,1110.934085
 01/14  04:45:00,1110.699726
 01/14  05:00:00,1110.673785
 01/14  05:15:00,1110.456116
 01/14  05:30:00,1110.437824
 01/14  05:45:00,1110.317659
 01/14  06:00:00,-1
 01/14  06:15:00,1530.817436
 01/14  06:30:00,1522.850568
 01/14  06:45:00,1518.181215
 01/14  07:00:00,1471.66605
 01/14  07:15:00,1110.375266
 01/14  07:30:00,1481.856037
 01/14  07:45:00,1462.372372
 01/14  08:00:00,-1
 01/14  08:15:00,1053.126577
 01/14  08:30:00,1083.575817
 01/14  08:45:00,1093.769899
 01/14  09:00:00,1099.554063
 01/14  09:15:00,1102.209035
 01/14  09:30:00,1102.866311
 01/14  09:45:00,1103.00291
 01/14  10:00:00,1104.868889
 01/14  10:15:00,1104.603617
 01/14  10:30:00,1104.753773
 01/14  10:45:00,1104.651968
 01/14  11:00:00,998.2133964
 01/14  11:15:00,-1
 01/14  11:30:00,1110.591133
 01/14  11:45:00,1109.735375
 01/14  12:00:00,482.7682674
 01/14  12:15:00,435.6695871
 01/14  12:30:00,1090.572621
 01/14  12:45:00,-1
 01/14  13:00:00,573.8387535
 01/14  13:15:00,1103.385911
 01/14  13:30:00,0
 01/14  13:45:00,845.2586916
 01/14  14:00:00,1112.706718
 01/14  14:15:00,891.6206832
 01/14  14:30:00,0
 01/14  14:45:00,0
 01/14  15:00:00,0
 01/14  15:15:00,-1
 01/14  15:30:00,1125.597319
 01/14  15:45:00,712.797939
 01/14  16:00:00,-1
 01/14  16:15:00,1122.380934
 01/14  16:30:00,486.4699017
 01/14  16:45:00,557.3074329
 01/14  17:00:00,1119.969353
 01/14  17:15:00,634.3844463
 01/14  17:30:00,281.7951444
 01/14  17:45:00,1086.186642
 01/14  18:00:00,-1
 01/14  18:15:00,875.5154217
 01/14  18:30:00,854.4121002
 01/14  18:45:00,178.7603652
 01/14  19:00:00,1117.634013
 01/14  19:15:00,632.8155825
 01/14  19:30:00,521.3987424
 01/14  19:45:00,1118.982969
 01/14  20:00:00,595.8408555
 01/14  20:15:00,589.22577
 01/14  20:30:00,1118.739023
 01/14  20:45:00,450.9160317
 01/14  21:00:00,701.2152738
 01/14  21:15:00,1112.6423
 01/14  21:30:00,1092.518586
 01/14  21:45:00,1079.829661
 01/14  22:00:00,398.5672869
 01/14  22:15:00,544.9054824
 01/14  22:30:00,1102.747768
 01/14  22:45:00,1107.400439
 01/14  23:00:00,742.0664376
 01/14  23:15:00,-1
 01/14  23:30:00,1111.959285
 01/14  23:45:00,1108.852461
 01/14  24:00:00,1107.934995
 08/15  00:15:00,0
 08/15  00:30:00,0
 08/15  00:45:00,759.5382123
 08/15  01:00:00,1119.36983
 08/15  01:15:00,1118.567444
 08/15  01:30:00,720.4561524
 08/15  01:45:00,0
 08/15  02:00:00,0
 08/15  02:15:00,0
 08/15  02:30:00,1095.295391
 08/15  02:45:00,1119.112331
 08/15  03:00:00,1119.267638
 08/15  03:15:00,-1
 08/15  03:30:00,0
 08/15  03:45:00,0
 08/15  04:00:00,0
 08/15  04:15:00,0
 08/15  04:30:00,952.6465602
 08/15  04:45:00,1132.73638
 08/15  05:00:00,1128.639051
 08/15  05:15:00,1124.53787
 08/15  05:30:00,-1
 08/15  05:45:00,0
 08/15  06:00:00,0
 08/15  06:15:00,0
 08/15  06:30:00,185.9599476
 08/15  06:45:00,1135.908138
 08/15  07:00:00,1141.792808
 08/15  07:15:00,1136.323429
 08/15  07:30:00,1132.817091
 08/15  07:45:00,1128.982483
 08/15  08:00:00,1124.766183
 08/15  08:15:00,1123.294281
 08/15  08:30:00,718.6648878
 08/15  08:45:00,0
 08/15  09:00:00,0
 08/15  09:15:00,803.1348072
 08/15  09:30:00,1133.496809
 08/15  09:45:00,1140.183243
 08/15  10:00:00,1136.265836
 08/15  10:15:00,1132.094129
 08/15  10:30:00,1131.123188
 08/15  10:45:00,1131.886328
 08/15  11:00:00,1130.296714
 08/15  11:15:00,1131.355056
 08/15  11:30:00,1130.463833
 08/15  11:45:00,1133.804212
 08/15  12:00:00,1138.886156
 08/15  12:15:00,1132.460138
 08/15  12:30:00,1127.488451
 08/15  12:45:00,1127.98377
 08/15  13:00:00,1126.510845
 08/15  13:15:00,805.5227349
 08/15  13:30:00,1129.28029
 08/15  13:45:00,1127.753028
 08/15  14:00:00,1129.183588
 08/15  14:15:00,1125.929282
 08/15  14:30:00,1126.412829
 08/15  14:45:00,1125.538471
 08/15  15:00:00,1126.836065
 08/15  15:15:00,1124.618303
 08/15  15:30:00,1120.281832
 08/15  15:45:00,1115.500392
 08/15  16:00:00,1115.599112
 08/15  16:15:00,1112.543917
 08/15  16:30:00,1120.052141
 08/15  16:45:00,1126.574898
 08/15  17:00:00,1121.636871
 08/15  17:15:00,742.7173059
 08/15  17:30:00,1123.084727
 08/15  17:45:00,1117.390226
 08/15  18:00:00,1121.187137
 08/15  18:15:00,1090.619015
 08/15  18:30:00,1472.359332
 08/15  18:45:00,1461.034076
 08/15  19:00:00,1457.837338
 08/15  19:15:00,1475.607966
 08/15  19:30:00,1098.650993
 08/15  19:45:00,1105.534755
 08/15  20:00:00,1105.230675
 08/15  20:15:00,1108.076899
 08/15  20:30:00,1120.914778
 08/15  20:45:00,1126.539691
 08/15  21:00:00,1124.783551
 08/15  21:15:00,1127.473962
 08/15  21:30:00,791.9684361
 08/15  21:45:00,1121.61693
 08/15  22:00:00,1116.901611
 08/15  22:15:00,1116.551164
 08/15  22:30:00,937.5687018
 08/15  22:45:00,0
 08/15  23:00:00,-1
 08/15  23:15:00,1110.068487
 08/15  23:30:00,1118.463864
 08/15  23:45:00,1119.251051
 08/15  24:00:00,1117.178438
 08/16  00:15:00,495.4096728
 08/16  00:30:00,0
 08/16  00:45:00,0
 08/16  01:00:00,422.319744
 08/16  01:15:00,1114.875862
 08/16  01:30:00,1117.474545
 08/16  01:45:00,336.5367966
 08/16  02:00:00,0
 08/16  02:15:00,0
 08/16  02:30:00,1094.203994
 08/16  02:45:00,1117.373618
 08/16  03:00:00,798.6006504
 08/16  03:15:00,0
 08/16  03:30:00,0
 08/16  03:45:00,573.8522967
 08/16  04:00:00,1116.572095
 08/16  04:15:00,1119.614758
 08/16  04:30:00,1118.297904
 08/16  04:45:00,-1
 08/16  05:00:00,0
 08/16  05:15:00,0
 08/16  05:30:00,0
 08/16  05:45:00,528.7928481
 08/16  06:00:00,1123.96244
 08/16  06:15:00,1124.539035
 08/16  06:30:00,1127.652906
 08/16  06:45:00,1134.991511
 08/16  07:00:00,1132.218322
 08/16  07:15:00,1124.210449
 08/16  07:30:00,1122.25782
 08/16  07:45:00,452.3315004
 08/16  08:00:00,0
 08/16  08:15:00,0
 08/16  08:30:00,-1
 08/16  08:45:00,1122.853726
 08/16  09:00:00,1123.663653
 08/16  09:15:00,1125.285573
 08/16  09:30:00,1125.338754
 08/16  09:45:00,1124.656558
 08/16  10:00:00,1122.608274
 08/16  10:15:00,1129.79102
 08/16  10:30:00,1145.539088
 08/16  10:45:00,1171.333814
 08/16  11:00:00,1157.198337
 08/16  11:15:00,1146.578432
 08/16  11:30:00,1140.036801
 08/16  11:45:00,429.2741187
 08/16  12:00:00,0
 08/16  12:15:00,1146.501042
 08/16  12:30:00,1131.952797
 08/16  12:45:00,1139.109387
 08/16  13:00:00,1135.218607
 08/16  13:15:00,1131.297116
 08/16  13:30:00,690.4744614
 08/16  13:45:00,-1
 08/16  14:00:00,1118.856914
 08/16  14:15:00,1123.857715
 08/16  14:30:00,1125.019695
 08/16  14:45:00,1124.820378
 08/16  15:00:00,1125.356899
 08/16  15:15:00,1124.604533
 08/16  15:30:00,1124.02249
 08/16  15:45:00,1120.502901
 08/16  16:00:00,1118.609994
 08/16  16:15:00,1118.246549
 08/16  16:30:00,1119.104208
 08/16  16:45:00,1126.969943
 08/16  17:00:00,1121.043167
 08/16  17:15:00,1118.17014
 08/16  17:30:00,1114.322144
 08/16  17:45:00,714.2574123
 08/16  18:00:00,299.4355152
 08/16  18:15:00,1107.156072
 08/16  18:30:00,1112.637014
 08/16  18:45:00,1114.513481
 08/16  19:00:00,1117.573425
 08/16  19:15:00,1115.146523
 08/16  19:30:00,1114.816285
 08/16  19:45:00,1113.313337
 08/16  20:00:00,1111.682565
 08/16  20:15:00,529.2184914
 08/16  20:30:00,0
 08/16  20:45:00,1019.986794
 08/16  21:00:00,1124.242844
 08/16  21:15:00,1122.786077
 08/16  21:30:00,1121.714843
 08/16  21:45:00,1121.301669
 08/16  22:00:00,873.3578112
 08/16  22:15:00,0
 08/16  22:30:00,0
 08/16  22:45:00,689.519502
 08/16  23:00:00,1114.588299
 08/16  23:15:00,1117.959281
 08/16  23:30:00,1120.080198
 08/16  23:45:00,666.8430489
 08/16  24:00:00,0
 08/17  00:15:00,0
 08/17  00:30:00,0
 08/17  00:45:00,-1
 08/17  01:00:00,1111.894057
 08/17  01:15:00,1114.628975
 08/17  01:30:00,1116.271402
 08/17  01:45:00,897.5022084
 08/17  02:00:00,0
 08/17  02:15:00,0
 08/17  02:30:00,0
 08/17  02:45:00,0
 08/17  03:00:00,0
 08/17  03:15:00,0
 08/17  03:30:00,988.6639563
 08/17  03:45:00,1124.426714
 08/17  04:00:00,1123.079169
 08/17  04:15:00,-1
 08/17  04:30:00,0
 08/17  04:45:00,0
 08/17  05:00:00,0
 08/17  05:15:00,0
 08/17  05:30:00,0
 08/17  05:45:00,-1
 08/17  06:00:00,1127.220746
 08/17  06:15:00,1129.338408
 08/17  06:30:00,1130.544361
 08/17  06:45:00,411.3054054
 08/17  07:00:00,0
 08/17  07:15:00,0
 08/17  07:30:00,0
 08/17  07:45:00,754.0781994
 08/17  08:00:00,1127.968862
 08/17  08:15:00,1127.807195
 08/17  08:30:00,1125.398022
 08/17  08:45:00,-1
 08/17  09:00:00,0
 08/17  09:15:00,-1
 08/17  09:30:00,1121.622621
 08/17  09:45:00,1128.26244
 08/17  10:00:00,1126.858992
 08/17  10:15:00,1126.803167
 08/17  10:30:00,1124.7796
 08/17  10:45:00,1126.459591
 08/17  11:00:00,1126.486409
 08/17  11:15:00,309.9777291
 08/17  11:30:00,0
 08/17  11:45:00,1121.608478
 08/17  12:00:00,1123.745149
 08/17  12:15:00,1125.416149
 08/17  12:30:00,1125.908087
 08/17  12:45:00,1123.450636
 08/17  13:00:00,1124.669572
 08/17  13:15:00,1122.335357
 08/17  13:30:00,378.2269386
 08/17  13:45:00,0
 08/17  14:00:00,487.732716
 08/17  14:15:00,1118.091729
 08/17  14:30:00,1119.315572
 08/17  14:45:00,1122.093662
 08/17  15:00:00,1122.569561
 08/17  15:15:00,1121.453895
 08/17  15:30:00,1118.128057
 08/17  15:45:00,1114.785753
 08/17  16:00:00,1110.373689
 08/17  16:15:00,1108.506534
 08/17  16:30:00,1106.120228
 08/17  16:45:00,1106.891178
 08/17  17:00:00,1106.01973
 08/17  17:15:00,1102.167005
 08/17  17:30:00,1101.271972
 08/17  17:45:00,1101.096156
 08/17  18:00:00,733.5773622
 08/17  18:15:00,1108.348029
 08/17  18:30:00,1100.353396
 08/17  18:45:00,264.6316242
 08/17  19:00:00,637.0349202
 08/17  19:15:00,1098.929763
 08/17  19:30:00,1106.21485
 08/17  19:45:00,587.6203869
 08/17  20:00:00,0
 08/17  20:15:00,0
 08/17  20:30:00,0
 08/17  20:45:00,520.0936785
 08/17  21:00:00,1118.388759
 08/17  21:15:00,1119.800137
 08/17  21:30:00,1119.162044
 08/17  21:45:00,946.5055146
 08/17  22:00:00,0
 08/17  22:15:00,0
 08/17  22:30:00,0
 08/17  22:45:00,341.445015
 08/17  23:00:00,1118.204921
 08/17  23:15:00,1120.126163
 08/17  23:30:00,-1
 08/17  23:45:00,0
 08/17  24:00:00,0
 08/18  00:15:00,0
 08/18  00:30:00,0
 08/18  00:45:00,0
 08/18  01:00:00,713.0782134
 08/18  01:15:00,1125.627875
 08/18  01:30:00,1125.060599
 08/18  01:45:00,617.7787659
 08/18  02:00:00,0
 08/18  02:15:00,0
 08/18  02:30:00,0
 08/18  02:45:00,0
 08/18  03:00:00,0
 08/18  03:15:00,0
 08/18  03:30:00,571.8517506
 08/18  03:45:00,1128.750136
 08/18  04:00:00,1126.927734
 08/18  04:15:00,1124.374904
 08/18  04:30:00,143.8260831
 08/18  04:45:00,0
 08/18  05:00:00,0
 08/18  05:15:00,0
 08/18  05:30:00,0
 08/18  05:45:00,0
 08/18  06:00:00,0
 08/18  06:15:00,0
 08/18  06:30:00,803.1682242
 08/18  06:45:00,1134.549284
 08/18  07:00:00,1133.629868
 08/18  07:15:00,1132.094687
 08/18  07:30:00,1129.805184
 08/18  07:45:00,686.3128083
 08/18  08:00:00,0
 08/18  08:15:00,0
 08/18  08:30:00,0
 08/18  08:45:00,0
 08/18  09:00:00,830.4629292
 08/18  09:15:00,1124.799874
 08/18  09:30:00,632.4753564
 08/18  09:45:00,0
 08/18  10:00:00,0
 08/18  10:15:00,0
 08/18  10:30:00,0
 08/18  10:45:00,0
 08/18  11:00:00,0
 08/18  11:15:00,383.1582708
 08/18  11:30:00,1133.333141
 08/18  11:45:00,1135.371239
 08/18  12:00:00,1133.649134
 08/18  12:15:00,1130.819032
 08/18  12:30:00,1131.507817
 08/18  12:45:00,1131.862334
